Education,Industry,JobTitle,Location,ExperienceYears,Certifications,SalaryUSD,PreviousCompanies,Age,Gender,RemoteOnsite,CompanySize,AdditionalBenefits
PhD,Finance,Software Architect,India,0,4,113203,1,26,Male,Remote,37972,Bonus;Retirement
Masters,Retail,Fullstack Developer,Australia,12,2,200769,4,39,Female,Remote,3496,CommuterSupport
Masters,Healthcare,Fullstack Developer,India,12,2,73952,6,41,Male,Remote,2077,CommuterSupport;FlexibleHours
Masters,Finance,Software Engineer,India,6,2,40326,3,29,Male,Remote,103,FlexibleHours;CommuterSupport
Bachelors,Consulting,Senior Software Engineer,India,14,3,74779,4,41,Female,Onsite,21148,Retirement
Masters,Finance,Software Engineer,USA,11,1,192972,4,38,Male,Hybrid,313,None
Bachelors,Healthcare,Senior Software Engineer,USA,12,3,196843,5,37,Male,Onsite,134,CommuterSupport
Bachelors,Retail,Lead Engineer,Sweden,5,4,239821,1,29,Male,Hybrid,15409,FlexibleHours;Bonus
Masters,Finance,Fullstack Developer,Sweden,3,1,259196,4,25,Male,Onsite,100524,Bonus;Retirement;HealthInsurance
Masters,Consulting,Lead Engineer,Germany,15,5,417316,8,43,Male,Remote,20536,HealthInsurance
Bachelors,Healthcare,Fullstack Developer,Germany,12,4,220232,8,38,Male,Onsite,5481,FlexibleHours
Diploma,Finance,Software Engineer,USA,5,1,164942,3,30,Female,Remote,34020,CommuterSupport;FlexibleHours
Bachelors,Retail,Data Scientist,India,1,2,33115,0,26,Male,Onsite,50,None
Bachelors,Tech,Data Engineer,India,4,3,36682,5,27,Female,Hybrid,10,FlexibleHours
Bachelors,Consulting,Fullstack Developer,USA,4,0,221717,1,27,Male,Remote,4268,Bonus
Masters,Finance,Data Scientist,USA,15,1,275240,4,36,Female,Onsite,41,StockOptions;FlexibleHours;HealthInsurance
Masters,Finance,Fullstack Developer,USA,14,4,292647,6,40,Female,Onsite,2171,Bonus
Bachelors,Tech,Lead Engineer,Sweden,6,3,206640,4,29,Female,Onsite,121,HealthInsurance
Masters,Healthcare,Fullstack Developer,Sri Lanka,6,1,26796,4,32,Male,Onsite,14534,Retirement
Bachelors,Tech,Data Engineer,USA,1,2,212283,0,30,Female,Remote,1761,HealthInsurance
Masters,Healthcare,Fullstack Developer,Sweden,7,5,208192,6,33,Female,Remote,4946,FlexibleHours
Bachelors,Finance,Data Engineer,UK,5,0,211550,0,27,Male,Onsite,11016,Gym
Bachelors,Tech,Software Engineer,Germany,20,1,212055,10,41,Male,Remote,65069,CommuterSupport
Diploma,Finance,Senior Software Engineer,India,9,4,73584,5,36,Male,Onsite,178066,Retirement
Bachelors,Tech,Lead Engineer,USA,7,0,283466,1,32,Male,Remote,799,Retirement
Bachelors,Finance,Software Architect,Sweden,14,1,499255,3,38,Female,Remote,32811,Retirement;Bonus
Masters,Finance,Senior Software Engineer,UK,14,2,249083,8,42,Male,Onsite,911,FlexibleHours;Retirement
Diploma,Finance,Lead Engineer,USA,6,2,272170,2,33,Male,Remote,1588,None
Bachelors,Retail,Senior Software Engineer,Sweden,14,1,138828,4,43,Male,Hybrid,24,FlexibleHours
Bachelors,Tech,Software Engineer,India,8,5,55058,3,33,Male,Remote,11196,Gym;HealthInsurance
Bachelors,Retail,Data Engineer,India,15,0,89071,8,42,Female,Onsite,67289,StockOptions;Bonus
Bachelors,Finance,Lead Engineer,Germany,6,0,279645,2,31,Male,Onsite,18999,Retirement;FlexibleHours
Bachelors,Consulting,Data Scientist,Australia,17,1,350187,5,39,Non-binary,Onsite,51049,StockOptions
Masters,Healthcare,Lead Engineer,India,11,3,105907,2,36,Male,Remote,8855,StockOptions
Diploma,Tech,Lead Engineer,USA,6,0,245794,3,33,Female,Onsite,594,Gym
Bachelors,Tech,Software Engineer,Australia,6,5,131146,0,28,Male,Remote,756,CommuterSupport;FlexibleHours
Bachelors,Healthcare,Software Engineer,Sri Lanka,9,5,30105,2,31,Male,Onsite,224,Bonus;FlexibleHours
Bachelors,Retail,Fullstack Developer,India,12,5,72546,6,36,Male,Onsite,177609,CommuterSupport
Bachelors,Healthcare,Fullstack Developer,India,15,3,61406,5,40,Female,Onsite,1951,StockOptions
PhD,Consulting,Fullstack Developer,Germany,2,4,237119,0,26,Non-binary,Hybrid,135532,Bonus
Bachelors,Finance,Senior Software Engineer,Sweden,14,1,197592,3,37,Female,Remote,67,HealthInsurance;CommuterSupport
Bachelors,Healthcare,Fullstack Developer,India,2,2,46996,0,28,Male,Onsite,227,StockOptions
Masters,Healthcare,Software Engineer,USA,3,5,144463,3,29,Male,Remote,561,FlexibleHours;Retirement
Bachelors,Finance,Software Engineer,USA,20,2,181238,4,43,Male,Hybrid,123,StockOptions
Masters,Tech,Data Scientist,Sweden,18,1,213872,10,39,Male,Hybrid,48,Bonus;Retirement
Bachelors,Consulting,Fullstack Developer,Germany,18,0,227101,6,41,Male,Remote,710,Retirement;StockOptions
Masters,Healthcare,Software Engineer,India,11,2,41128,4,35,Male,Onsite,748,HealthInsurance
Diploma,Healthcare,Senior Software Engineer,India,1,3,40930,1,25,Female,Remote,874,FlexibleHours
Masters,Tech,Lead Engineer,India,19,4,113005,5,47,Male,Remote,5713,FlexibleHours
Diploma,Consulting,Software Engineer,USA,1,3,104506,1,27,Female,Remote,1903,None
Bachelors,Finance,Data Scientist,Sri Lanka,6,3,39788,3,29,Male,Remote,90,Bonus;Retirement
Bachelors,Finance,Software Engineer,India,2,3,45033,1,30,Male,Remote,4780,None
Masters,Retail,Fullstack Developer,India,9,5,59746,3,35,Male,Onsite,412,Bonus;Retirement
Masters,Consulting,Data Scientist,India,3,2,56048,3,29,Male,Onsite,149,Bonus
Bachelors,Consulting,Fullstack Developer,Germany,2,4,143035,1,27,Male,Remote,287,StockOptions
Bachelors,Healthcare,Data Scientist,USA,7,1,275154,3,33,Male,Onsite,1712,FlexibleHours
Bachelors,Retail,Software Engineer,India,15,1,29461,5,41,Male,Remote,131,None
Bachelors,Finance,Senior Software Engineer,Sweden,10,5,207730,5,35,Male,Remote,1750,None
Bachelors,Consulting,Senior Software Engineer,Australia,13,0,254682,5,39,Male,Onsite,7482,None
Masters,Consulting,Fullstack Developer,India,18,4,77250,4,45,Male,Onsite,8563,Retirement
Bachelors,Tech,Data Engineer,India,7,2,76349,0,33,Male,Remote,1582,Retirement;Bonus;HealthInsurance
Bachelors,Finance,Fullstack Developer,India,8,5,74361,2,32,Male,Onsite,9330,StockOptions;Bonus
Masters,Tech,Software Engineer,India,4,4,45766,0,33,Male,Remote,149,Bonus
Masters,Retail,Fullstack Developer,India,14,5,84989,6,38,Male,Hybrid,163198,HealthInsurance
PhD,Consulting,Fullstack Developer,Australia,8,0,131988,2,34,Female,Onsite,10,FlexibleHours;Retirement
Masters,Retail,Fullstack Developer,Sri Lanka,5,5,47512,5,30,Male,Remote,2031,StockOptions
Bachelors,Tech,Fullstack Developer,India,7,5,71005,3,30,Non-binary,Onsite,7220,Gym
Masters,Finance,Software Engineer,Sweden,13,4,237307,4,34,Male,Remote,102834,Gym
Bachelors,Consulting,Software Engineer,India,13,0,59339,3,42,Female,Remote,36436,StockOptions;Retirement
Bachelors,Finance,Software Architect,Australia,13,2,364245,4,39,Female,Remote,764,FlexibleHours
Masters,Retail,Data Scientist,UK,13,2,224466,5,35,Male,Hybrid,220,HealthInsurance
Diploma,Healthcare,Senior Software Engineer,Australia,20,1,214851,4,45,Male,Remote,5135,Retirement
Bachelors,Finance,Senior Software Engineer,India,3,3,40885,1,30,Male,Onsite,51,FlexibleHours
Bachelors,Finance,Fullstack Developer,India,5,5,42850,1,29,Male,Onsite,34,Gym
Bachelors,Finance,Senior Software Engineer,USA,6,4,146513,5,29,Male,Remote,13,CommuterSupport
Bachelors,Consulting,Senior Software Engineer,USA,19,3,223770,11,41,Male,Onsite,112,FlexibleHours
Bachelors,Retail,Software Engineer,UK,1,3,122914,1,24,Male,Hybrid,42277,HealthInsurance;StockOptions
Masters,Retail,Software Engineer,India,16,2,41948,2,42,Male,Hybrid,6034,None
Bachelors,Consulting,Data Engineer,USA,19,2,390505,8,42,Female,Hybrid,29353,FlexibleHours;StockOptions
Diploma,Finance,Software Engineer,USA,12,0,114352,8,34,Male,Remote,14,Gym;Bonus
Masters,Finance,Fullstack Developer,USA,13,5,252821,3,41,Male,Remote,166,Bonus
Masters,Healthcare,Data Scientist,USA,19,5,244938,9,42,Male,Remote,26,None
Masters,Finance,Senior Software Engineer,USA,3,4,242870,0,26,Male,Onsite,5851,CommuterSupport
Bachelors,Tech,Software Engineer,USA,16,4,264298,5,39,Male,Onsite,111066,Retirement
Bachelors,Finance,Data Engineer,Sweden,0,1,232011,2,25,Female,Remote,96033,CommuterSupport
Masters,Healthcare,Data Engineer,Germany,16,1,267186,8,45,Male,Onsite,5743,StockOptions
Masters,Tech,Software Engineer,Sri Lanka,20,2,32433,5,42,Male,Onsite,13,FlexibleHours;StockOptions
Masters,Healthcare,Data Engineer,Sri Lanka,18,3,58133,6,41,Male,Onsite,4979,Retirement;StockOptions
Bachelors,Healthcare,Senior Software Engineer,India,3,4,35886,1,27,Male,Remote,27,Gym
Diploma,Retail,Fullstack Developer,UK,17,3,142860,7,46,Male,Onsite,415,FlexibleHours
Bachelors,Consulting,Data Engineer,Germany,13,4,169178,11,42,Male,Onsite,100,None
PhD,Healthcare,Senior Software Engineer,Sri Lanka,4,1,24930,3,25,Male,Remote,83,FlexibleHours;CommuterSupport
Diploma,Finance,Data Scientist,Germany,4,5,209855,1,31,Female,Hybrid,1678,Bonus
Bachelors,Retail,Senior Software Engineer,India,4,3,42772,2,32,Female,Remote,539,None
Masters,Tech,Software Architect,India,15,5,117388,11,39,Male,Remote,981,Retirement
Bachelors,Consulting,Software Engineer,India,20,3,70223,8,44,Male,Onsite,7789,CommuterSupport;StockOptions
Bachelors,Retail,Senior Software Engineer,India,10,1,36425,5,37,Male,Onsite,15,CommuterSupport;HealthInsurance
Bachelors,Healthcare,Software Engineer,USA,0,5,113669,1,23,Female,Remote,589,Gym;Bonus
Masters,Retail,Senior Software Engineer,USA,19,4,325787,6,42,Male,Remote,2476,StockOptions
Diploma,Finance,Software Architect,USA,15,5,440121,6,41,Male,Hybrid,2200,Retirement
Masters,Finance,Fullstack Developer,India,5,4,63493,3,29,Male,Remote,4563,CommuterSupport
Bachelors,Finance,Data Scientist,UK,11,2,160186,2,33,Male,Remote,10,Bonus
Masters,Consulting,Fullstack Developer,India,9,0,71872,3,36,Male,Remote,30402,HealthInsurance
Diploma,Retail,Software Engineer,Sweden,15,5,111107,8,38,Female,Onsite,532,FlexibleHours
Bachelors,Retail,Software Engineer,Germany,0,5,105028,0,25,Male,Remote,302,StockOptions;Gym;Bonus
Diploma,Healthcare,Software Engineer,USA,6,3,126187,3,35,Male,Onsite,629,CommuterSupport
Bachelors,Tech,Data Engineer,Germany,19,2,236968,9,45,Male,Onsite,265,CommuterSupport
Masters,Finance,Senior Software Engineer,India,0,4,65143,2,23,Female,Remote,451,Gym;StockOptions
Bachelors,Tech,Senior Software Engineer,Sri Lanka,7,1,40624,6,29,Male,Remote,50654,CommuterSupport;HealthInsurance
Bachelors,Tech,Fullstack Developer,Germany,15,3,289638,5,42,Male,Onsite,52861,Gym
Bachelors,Finance,Fullstack Developer,India,12,0,68025,6,37,Male,Remote,31340,HealthInsurance;FlexibleHours
Masters,Finance,Software Engineer,Australia,9,1,223822,4,37,Female,Onsite,28760,HealthInsurance;Retirement
Bachelors,Healthcare,Software Engineer,Sweden,13,3,160191,6,37,Male,Onsite,1278,StockOptions
Bachelors,Consulting,Fullstack Developer,India,6,3,33760,5,30,Male,Hybrid,28,FlexibleHours
Masters,Finance,Data Scientist,USA,9,0,298907,5,37,Female,Remote,157,Bonus;HealthInsurance;CommuterSupport
Diploma,Tech,Software Engineer,India,11,1,44774,2,35,Male,Hybrid,5144,Bonus
Bachelors,Healthcare,Data Scientist,USA,7,4,201690,4,33,Male,Remote,53,FlexibleHours
Bachelors,Retail,Senior Software Engineer,India,12,1,46461,9,38,Male,Hybrid,1584,CommuterSupport
Bachelors,Healthcare,Software Architect,USA,0,3,252947,1,28,Male,Remote,3301,None
Bachelors,Finance,Fullstack Developer,India,13,2,74307,5,38,Male,Remote,8429,None
Masters,Finance,Software Architect,India,10,0,76160,8,36,Male,Onsite,120,FlexibleHours;Retirement
Masters,Consulting,Data Engineer,India,9,3,62074,4,34,Male,Onsite,273,FlexibleHours
Masters,Healthcare,Software Engineer,Sri Lanka,0,2,25207,2,26,Male,Hybrid,3059,StockOptions
Bachelors,Finance,Software Engineer,India,14,2,64807,1,36,Female,Remote,3926,StockOptions;Retirement
Masters,Tech,Data Engineer,Sweden,9,2,177441,4,37,Male,Onsite,29,FlexibleHours
Masters,Tech,Software Engineer,USA,8,5,141841,4,37,Male,Onsite,16,CommuterSupport
Masters,Healthcare,Software Engineer,Sri Lanka,12,1,18592,3,40,Female,Hybrid,46,Gym
Masters,Consulting,Software Engineer,UK,12,5,184276,6,39,Male,Onsite,4462,HealthInsurance
Masters,Healthcare,Senior Software Engineer,Germany,7,1,212058,1,32,Male,Remote,5447,HealthInsurance
Masters,Consulting,Data Engineer,India,9,0,54637,3,37,Male,Onsite,49,StockOptions
Bachelors,Tech,Software Architect,India,13,0,89282,7,41,Male,Onsite,1012,CommuterSupport
Diploma,Finance,Data Scientist,India,4,4,64829,0,25,Male,Onsite,6715,HealthInsurance;FlexibleHours
Bachelors,Retail,Data Scientist,USA,5,1,213489,3,28,Male,Remote,1084,CommuterSupport
Masters,Finance,Fullstack Developer,USA,3,5,296231,3,31,Male,Remote,146924,None
Bachelors,Tech,Data Scientist,Australia,11,2,288586,4,37,Male,Remote,5256,CommuterSupport;FlexibleHours
Masters,Tech,Fullstack Developer,USA,8,4,315608,3,35,Male,Onsite,8394,FlexibleHours
Masters,Finance,Software Architect,Australia,12,2,615190,2,34,Male,Remote,159476,CommuterSupport;StockOptions
Bachelors,Finance,Software Engineer,UK,10,3,133101,3,38,Male,Remote,204,CommuterSupport;Retirement
Bachelors,Tech,Data Scientist,India,1,1,43645,1,25,Male,Hybrid,70,FlexibleHours
Masters,Finance,Software Engineer,Germany,12,1,177956,6,38,Male,Onsite,10190,CommuterSupport
Masters,Retail,Lead Engineer,USA,2,5,199872,0,28,Female,Hybrid,91,Gym
Bachelors,Retail,Lead Engineer,India,17,0,64165,5,42,Male,Onsite,478,HealthInsurance
Bachelors,Healthcare,Lead Engineer,India,0,5,62678,0,23,Male,Onsite,22835,CommuterSupport
Masters,Retail,Fullstack Developer,India,7,4,57485,2,32,Male,Remote,20,Bonus;Retirement
Bachelors,Tech,Lead Engineer,India,0,0,68839,2,28,Female,Onsite,97042,None
Bachelors,Tech,Data Engineer,UK,1,3,148588,1,27,Male,Onsite,1953,Retirement
Bachelors,Healthcare,Lead Engineer,UK,14,0,180300,3,36,Female,Remote,20,FlexibleHours
Bachelors,Consulting,Software Engineer,USA,5,5,179898,3,27,Male,Onsite,60071,Bonus
Bachelors,Healthcare,Data Engineer,India,11,2,54395,2,35,Male,Onsite,304,Retirement
Bachelors,Consulting,Lead Engineer,Sweden,13,3,192533,5,37,Male,Onsite,37,Gym
Bachelors,Consulting,Data Engineer,Germany,9,3,237858,2,35,Female,Hybrid,5942,FlexibleHours;StockOptions
Bachelors,Finance,Software Engineer,USA,1,3,169851,2,24,Female,Onsite,58833,HealthInsurance
Bachelors,Retail,Senior Software Engineer,USA,12,2,330385,3,33,Female,Remote,177206,HealthInsurance
Bachelors,Consulting,Software Architect,India,2,2,62898,1,24,Female,Hybrid,182,Retirement
Bachelors,Finance,Senior Software Engineer,USA,1,1,200931,0,23,Male,Remote,1489,Gym
Masters,Healthcare,Senior Software Engineer,India,13,1,93065,1,39,Male,Remote,97719,StockOptions;CommuterSupport
Bachelors,Healthcare,Software Engineer,Sweden,1,2,68222,0,29,Male,Onsite,30,Retirement;FlexibleHours
Bachelors,Consulting,Senior Software Engineer,UK,0,0,142405,0,26,Male,Onsite,4358,FlexibleHours;Bonus
Bachelors,Finance,Senior Software Engineer,Sri Lanka,10,0,39337,3,34,Male,Onsite,204,Retirement;StockOptions
Bachelors,Tech,Software Architect,USA,0,2,295883,0,21,Male,Remote,4388,HealthInsurance;Gym
Masters,Retail,Software Engineer,USA,11,5,266552,4,38,Male,Remote,142029,None
Masters,Consulting,Data Scientist,UK,8,1,234841,3,31,Male,Onsite,912,Bonus
PhD,Tech,Data Engineer,India,13,4,83918,4,34,Male,Remote,60,CommuterSupport;StockOptions
Masters,Retail,Lead Engineer,Germany,14,1,302003,5,38,Male,Onsite,3382,Retirement
Diploma,Tech,Software Architect,USA,7,3,353998,5,33,Female,Remote,13096,FlexibleHours
Bachelors,Finance,Software Engineer,UK,13,5,235518,6,34,Female,Hybrid,99132,Bonus
Bachelors,Consulting,Software Engineer,India,11,0,65274,4,39,Male,Onsite,135202,StockOptions
Bachelors,Tech,Software Architect,UK,18,0,257111,7,43,Male,Onsite,25,StockOptions
Bachelors,Tech,Data Scientist,USA,11,5,345445,3,35,Male,Onsite,2589,HealthInsurance
Bachelors,Tech,Fullstack Developer,UK,1,0,164158,1,24,Male,Hybrid,15841,None
Masters,Consulting,Software Engineer,UK,17,0,156976,3,42,Female,Remote,1420,CommuterSupport
Bachelors,Finance,Data Engineer,India,0,0,57680,1,23,Female,Remote,5061,HealthInsurance
Diploma,Finance,Senior Software Engineer,USA,6,4,273005,2,34,Male,Remote,11284,StockOptions
Masters,Tech,Fullstack Developer,Australia,2,4,205675,1,23,Male,Onsite,1701,Retirement
Bachelors,Finance,Software Engineer,UK,19,4,171079,10,46,Male,Onsite,701,CommuterSupport;Gym
Bachelors,Retail,Data Scientist,USA,17,5,402791,3,42,Male,Remote,45774,CommuterSupport
Bachelors,Finance,Senior Software Engineer,UK,8,5,156971,1,34,Male,Onsite,37,HealthInsurance;Bonus
Bachelors,Tech,Senior Software Engineer,India,20,5,72327,7,44,Female,Remote,75,StockOptions
Bachelors,Retail,Software Engineer,Sri Lanka,13,0,22726,6,40,Female,Onsite,13946,CommuterSupport
Bachelors,Consulting,Software Engineer,Australia,2,3,107991,2,29,Male,Remote,158,FlexibleHours
Bachelors,Healthcare,Senior Software Engineer,USA,14,4,230281,7,37,Male,Hybrid,93,Bonus
Bachelors,Finance,Software Engineer,Australia,10,5,190490,3,33,Male,Onsite,5820,None
Diploma,Retail,Fullstack Developer,USA,16,3,279692,12,40,Male,Hybrid,132102,Gym;Bonus
Masters,Healthcare,Fullstack Developer,UK,0,1,104443,2,24,Male,Remote,63,Gym
Diploma,Consulting,Fullstack Developer,India,19,4,59351,6,42,Male,Hybrid,516,HealthInsurance
Bachelors,Healthcare,Software Engineer,India,17,2,43597,3,45,Male,Onsite,71,Retirement;StockOptions
Bachelors,Consulting,Senior Software Engineer,India,19,4,76085,6,45,Male,Remote,2420,Bonus
Masters,Tech,Software Engineer,India,12,0,62378,10,35,Male,Remote,130095,FlexibleHours
Bachelors,Tech,Lead Engineer,Australia,8,1,211338,2,33,Female,Remote,58,None
Bachelors,Consulting,Software Architect,Sweden,18,1,384786,8,41,Female,Onsite,1382,CommuterSupport
Masters,Healthcare,Senior Software Engineer,Sri Lanka,11,0,40576,4,36,Male,Remote,62061,FlexibleHours;Bonus
Masters,Finance,Software Architect,India,16,3,96803,8,42,Male,Onsite,172,None
Bachelors,Healthcare,Data Scientist,Australia,16,2,290045,12,38,Male,Remote,4714,CommuterSupport;Retirement
Bachelors,Healthcare,Software Engineer,India,3,5,64483,3,24,Female,Onsite,51014,Bonus;StockOptions
Bachelors,Finance,Software Engineer,Sweden,18,2,170644,2,39,Male,Onsite,503,FlexibleHours;CommuterSupport
Bachelors,Healthcare,Fullstack Developer,USA,19,5,247593,10,46,Male,Onsite,366,StockOptions
Bachelors,Healthcare,Data Engineer,USA,3,4,252864,2,30,Male,Onsite,13936,FlexibleHours;Gym
Bachelors,Retail,Senior Software Engineer,UK,19,1,137606,6,44,Male,Onsite,25,StockOptions;HealthInsurance
Bachelors,Consulting,Senior Software Engineer,UK,14,0,177035,4,38,Male,Hybrid,767,HealthInsurance
Diploma,Tech,Software Engineer,UK,12,5,154616,5,39,Male,Remote,34440,CommuterSupport
Masters,Consulting,Software Architect,India,19,1,138287,7,45,Female,Onsite,13364,StockOptions
Masters,Healthcare,Software Engineer,Sri Lanka,10,4,25595,4,34,Female,Remote,20,Retirement
Bachelors,Finance,Software Engineer,USA,10,2,221908,1,34,Female,Hybrid,2188,Retirement
Bachelors,Finance,Fullstack Developer,Germany,19,0,257064,3,45,Male,Onsite,2219,CommuterSupport;Gym
Bachelors,Tech,Senior Software Engineer,UK,19,5,239191,4,45,Female,Remote,2275,CommuterSupport;HealthInsurance
Bachelors,Tech,Fullstack Developer,India,20,2,83157,11,47,Male,Remote,6762,None
Bachelors,Tech,Software Architect,Australia,6,4,207908,2,32,Female,Hybrid,25,Gym
Masters,Finance,Senior Software Engineer,India,17,5,68709,5,42,Female,Onsite,95,None
Masters,Healthcare,Software Engineer,USA,14,2,186034,3,40,Female,Remote,443,StockOptions;FlexibleHours
Bachelors,Tech,Software Engineer,India,19,0,40126,8,41,Male,Remote,166,None
Bachelors,Tech,Software Engineer,USA,10,1,190824,3,34,Male,Onsite,1508,HealthInsurance;FlexibleHours;CommuterSupport
Diploma,Finance,Software Engineer,USA,6,3,180705,4,30,Female,Onsite,113336,Gym;CommuterSupport
Bachelors,Healthcare,Fullstack Developer,USA,11,0,158566,7,36,Male,Remote,33,Gym
Bachelors,Tech,Data Scientist,UK,4,1,137456,2,27,Male,Onsite,32,HealthInsurance
Bachelors,Healthcare,Data Engineer,Australia,20,5,230816,6,46,Female,Remote,239,HealthInsurance
Masters,Retail,Fullstack Developer,India,7,5,65764,0,29,Male,Remote,12075,None
Diploma,Tech,Fullstack Developer,India,9,2,45215,5,35,Male,Remote,32,HealthInsurance
Bachelors,Tech,Software Engineer,India,2,2,29888,2,28,Male,Remote,213,CommuterSupport
PhD,Finance,Software Engineer,USA,1,0,174895,0,25,Male,Remote,2199,HealthInsurance
Masters,Retail,Fullstack Developer,UK,5,5,127479,1,31,Female,Onsite,137,CommuterSupport
